Identifiant PRM;Type de donnees;Date de debut;Date de fin;Grandeur physique;Grandeur metier;Etape metier;Unite;Pas en minutes
2021-08-02T12:00:00+02:00;419
2021-08-02T13:00:00+02:00;248
2021-08-02T14:00:00+02:00;626
2021-08-02T15:00:00+02:00;1203
2021-08-02T16:00:00+02:00;1371
2021-08-02T17:00:00+02:00;1660
2021-08-02T18:00:00+02:00;377
2021-08-02T19:00:00+02:00;264
2021-08-02T20:00:00+02:00;267
2021-08-02T21:00:00+02:00;238
2021-08-02T22:00:00+02:00;221
2021-08-02T23:00:00+02:00;255
2021-08-03T00:00:00+02:00;214
2021-08-03T01:00:00+02:00;559
2021-08-03T02:00:00+02:00;232
2021-08-03T03:00:00+02:00;240
2021-08-03T04:00:00+02:00;223
2021-08-03T05:00:00+02:00;250
2021-08-03T06:00:00+02:00;1052
2021-08-03T07:00:00+02:00;237
2021-08-03T08:00:00+02:00;237
2021-08-03T09:00:00+02:00;259
2021-08-03T10:00:00+02:00;262
2021-08-03T11:00:00+02:00;541
2021-08-03T12:00:00+02:00;220
2021-08-03T13:00:00+02:00;231
2021-08-03T14:00:00+02:00;224
2021-08-03T15:00:00+02:00;540
2021-08-03T16:00:00+02:00;2509
2021-08-03T17:00:00+02:00;3143
2021-08-03T18:00:00+02:00;3670
2021-08-03T19:00:00+02:00;1712
2021-08-03T20:00:00+02:00;254
2021-08-03T21:00:00+02:00;1078
2021-08-03T22:00:00+02:00;242
2021-08-03T23:00:00+02:00;540
2021-08-04T00:00:00+02:00;231
2021-08-04T01:00:00+02:00;236
2021-08-04T02:00:00+02:00;239
2021-08-04T03:00:00+02:00;369
2021-08-04T04:00:00+02:00;264
2021-08-04T05:00:00+02:00;208
2021-08-04T06:00:00+02:00;253
2021-08-04T07:00:00+02:00;224
2021-08-04T08:00:00+02:00;226
2021-08-04T09:00:00+02:00;786
2021-08-04T10:00:00+02:00;1084
2021-08-04T11:00:00+02:00;2224
2021-08-04T12:00:00+02:00;1778
2021-08-04T13:00:00+02:00;256
2021-08-04T14:00:00+02:00;394
2021-08-04T15:00:00+02:00;2068
2021-08-04T16:00:00+02:00;607
2021-08-04T17:00:00+02:00;287
2021-08-04T18:00:00+02:00;252
2021-08-04T19:00:00+02:00;216
2021-08-04T20:00:00+02:00;241
2021-08-04T21:00:00+02:00;234
2021-08-04T22:00:00+02:00;556
2021-08-04T23:00:00+02:00;219
2021-08-05T00:00:00+02:00;236
2021-08-05T01:00:00+02:00;239
2021-08-05T02:00:00+02:00;219
2021-08-05T03:00:00+02:00;1106
2021-08-05T04:00:00+02:00;205
2021-08-05T05:00:00+02:00;252
2021-08-05T06:00:00+02:00;231
2021-08-05T07:00:00+02:00;208
2021-08-05T08:00:00+02:00;258
2021-08-05T09:00:00+02:00;3556
2021-08-05T10:00:00+02:00;5312
2021-08-05T11:00:00+02:00;2659
2021-08-05T12:00:00+02:00;3087
2021-08-05T13:00:00+02:00;883
2021-08-05T14:00:00+02:00;258
2021-08-05T15:00:00+02:00;284
2021-08-05T16:00:00+02:00;261
2021-08-05T17:00:00+02:00;5108
2021-08-05T18:00:00+02:00;1092
2021-08-05T19:00:00+02:00;259
2021-08-05T20:00:00+02:00;256
2021-08-05T21:00:00+02:00;254
2021-08-05T22:00:00+02:00;564
2021-08-05T23:00:00+02:00;268
2021-08-06T00:00:00+02:00;217
2021-08-06T01:00:00+02:00;242
2021-08-06T02:00:00+02:00;235
2021-08-06T03:00:00+02:00;216
2021-08-06T04:00:00+02:00;270
2021-08-06T05:00:00+02:00;209
2021-08-06T06:00:00+02:00;236
2021-08-06T07:00:00+02:00;232
2021-08-06T08:00:00+02:00;719
2021-08-06T09:00:00+02:00;2792
2021-08-06T10:00:00+02:00;895
2021-08-06T11:00:00+02:00;495
2021-08-06T12:00:00+02:00;627
2021-08-06T13:00:00+02:00;265
2021-08-06T14:00:00+02:00;1781
2021-08-06T15:00:00+02:00;2644
2021-08-06T16:00:00+02:00;3615
2021-08-06T17:00:00+02:00;2453
2021-08-06T18:00:00+02:00;1719
2021-08-06T19:00:00+02:00;267
2021-08-06T20:00:00+02:00;534
2021-08-06T21:00:00+02:00;293
2021-08-06T22:00:00+02:00;221
2021-08-06T23:00:00+02:00;645
2021-08-07T00:00:00+02:00;725
2021-08-07T01:00:00+02:00;227
2021-08-07T02:00:00+02:00;260
2021-08-07T03:00:00+02:00;236
2021-08-07T04:00:00+02:00;255
2021-08-07T05:00:00+02:00;240
2021-08-07T06:00:00+02:00;259
2021-08-07T07:00:00+02:00;379
2021-08-07T08:00:00+02:00;573
2021-08-07T09:00:00+02:00;244
2021-08-07T10:00:00+02:00;238
2021-08-07T11:00:00+02:00;260
2021-08-07T12:00:00+02:00;212
2021-08-07T13:00:00+02:00;283
2021-08-07T14:00:00+02:00;424
2021-08-07T15:00:00+02:00;925
2021-08-07T16:00:00+02:00;249
2021-08-07T17:00:00+02:00;347
2021-08-07T18:00:00+02:00;259
2021-08-07T19:00:00+02:00;258
2021-08-07T20:00:00+02:00;551
2021-08-07T21:00:00+02:00;263
2021-08-07T22:00:00+02:00;223
2021-08-07T23:00:00+02:00;268
2021-08-08T00:00:00+02:00;227
2021-08-08T01:00:00+02:00;250
2021-08-08T02:00:00+02:00;246
2021-08-08T03:00:00+02:00;243
2021-08-08T04:00:00+02:00;240
2021-08-08T05:00:00+02:00;742
2021-08-08T06:00:00+02:00;600
2021-08-08T07:00:00+02:00;237
2021-08-08T08:00:00+02:00;573
2021-08-08T09:00:00+02:00;216
2021-08-08T10:00:00+02:00;270
2021-08-08T11:00:00+02:00;219
2021-08-08T12:00:00+02:00;238
2021-08-08T13:00:00+02:00;253
2021-08-08T14:00:00+02:00;219
2021-08-08T15:00:00+02:00;328
2021-08-08T16:00:00+02:00;239
2021-08-08T17:00:00+02:00;261
2021-08-08T18:00:00+02:00;400
2021-08-08T19:00:00+02:00;518
2021-08-08T20:00:00+02:00;1234
2021-08-08T21:00:00+02:00;259
2021-08-08T22:00:00+02:00;207
2021-08-08T23:00:00+02:00;273
2021-08-09T00:00:00+02:00;210
2021-08-09T01:00:00+02:00;248
2021-08-09T02:00:00+02:00;228
2021-08-09T03:00:00+02:00;239
2021-08-09T04:00:00+02:00;218
2021-08-09T05:00:00+02:00;258
2021-08-09T06:00:00+02:00;207
2021-08-09T07:00:00+02:00;571
2021-08-09T08:00:00+02:00;280
2021-08-09T09:00:00+02:00;2442
2021-08-09T10:00:00+02:00;3994
2021-08-09T11:00:00+02:00;2361
2021-08-09T12:00:00+02:00;835
2021-08-09T13:00:00+02:00;226
2021-08-09T14:00:00+02:00;2122
2021-08-09T15:00:00+02:00;3689
2021-08-09T16:00:00+02:00;5998
2021-08-09T17:00:00+02:00;6337
2021-08-09T18:00:00+02:00;344
2021-08-09T19:00:00+02:00;259
2021-08-09T20:00:00+02:00;264
2021-08-09T21:00:00+02:00;313
2021-08-09T22:00:00+02:00;253
2021-08-09T23:00:00+02:00;241
2021-08-10T00:00:00+02:00;226
2021-08-10T01:00:00+02:00;258
2021-08-10T02:00:00+02:00;1051
2021-08-10T03:00:00+02:00;582
2021-08-10T04:00:00+02:00;219
2021-08-10T05:00:00+02:00;248
2021-08-10T06:00:00+02:00;240
2021-08-10T07:00:00+02:00;248
2021-08-10T08:00:00+02:00;227
2021-08-10T09:00:00+02:00;2103
2021-08-10T10:00:00+02:00;2344
2021-08-10T11:00:00+02:00;1803
2021-08-10T12:00:00+02:00;2374
2021-08-10T13:00:00+02:00;243
2021-08-10T15:00:00+02:00;314
2021-08-10T16:00:00+02:00;425
2021-08-10T17:00:00+02:00;1050
2021-08-10T18:00:00+02:00;281
2021-08-10T19:00:00+02:00;261
2021-08-10T20:00:00+02:00;286
2021-08-10T21:00:00+02:00;541
2021-08-10T22:00:00+02:00;248
2021-08-10T23:00:00+02:00;260
2021-08-12T00:00:00+02:00;1102
2021-08-12T01:00:00+02:00;280
2021-08-12T02:00:00+02:00;236
2021-08-12T03:00:00+02:00;254
2021-08-12T04:00:00+02:00;245
2021-08-12T05:00:00+02:00;239
2021-08-12T06:00:00+02:00;249
2021-08-12T07:00:00+02:00;238
2021-08-12T08:00:00+02:00;255
2021-08-12T09:00:00+02:00;490
2021-08-12T10:00:00+02:00;362
2021-08-12T11:00:00+02:00;553
2021-08-12T12:00:00+02:00;688
2021-08-12T13:00:00+02:00;276
2021-08-12T14:00:00+02:00;471
2021-08-12T15:00:00+02:00;2602
2021-08-12T16:00:00+02:00;1175
2021-08-12T17:00:00+02:00;312
2021-08-12T18:00:00+02:00;1833
2021-08-12T19:00:00+02:00;1725
2021-08-12T20:00:00+02:00;3151
2021-08-12T21:00:00+02:00;434
2021-08-12T22:00:00+02:00;760
2021-08-12T23:00:00+02:00;875
2021-08-13T00:00:00+02:00;578
2021-08-13T01:00:00+02:00;267
2021-08-13T02:00:00+02:00;229
2021-08-13T03:00:00+02:00;849
2021-08-13T04:00:00+02:00;260
2021-08-13T05:00:00+02:00;237
2021-08-13T06:00:00+02:00;252
2021-08-13T07:00:00+02:00;238
2021-08-13T08:00:00+02:00;329
2021-08-13T09:00:00+02:00;343
2021-08-13T10:00:00+02:00;1099
2021-08-13T11:00:00+02:00;1432
2021-08-13T12:00:00+02:00;844
2021-08-13T13:00:00+02:00;636
2021-08-13T14:00:00+02:00;368
2021-08-13T15:00:00+02:00;1020
2021-08-13T16:00:00+02:00;1045
2021-08-13T17:00:00+02:00;1132
2021-08-13T18:00:00+02:00;1236
2021-08-13T19:00:00+02:00;1135
2021-08-13T20:00:00+02:00;2620
2021-08-13T21:00:00+02:00;1392
2021-08-13T22:00:00+02:00;1109
2021-08-13T23:00:00+02:00;2082
2021-08-14T00:00:00+02:00;590
2021-08-14T01:00:00+02:00;532
2021-08-14T02:00:00+02:00;413
2021-08-14T03:00:00+02:00;298
2021-08-14T04:00:00+02:00;299
2021-08-14T05:00:00+02:00;309
2021-08-14T06:00:00+02:00;311
2021-08-14T07:00:00+02:00;936
2021-08-14T08:00:00+02:00;370
2021-08-14T09:00:00+02:00;346
2021-08-14T10:00:00+02:00;2188
2021-08-14T11:00:00+02:00;512
2021-08-14T12:00:00+02:00;860
2021-08-14T13:00:00+02:00;1991
2021-08-14T14:00:00+02:00;1197
2021-08-14T15:00:00+02:00;440
2021-08-14T16:00:00+02:00;424
2021-08-14T17:00:00+02:00;608
2021-08-14T18:00:00+02:00;1311
2021-08-14T19:00:00+02:00;695
2021-08-14T20:00:00+02:00;1983
2021-08-14T21:00:00+02:00;2884
2021-08-14T22:00:00+02:00;1417
2021-08-14T23:00:00+02:00;731
2021-08-15T00:00:00+02:00;262
2021-08-15T01:00:00+02:00;278
2021-08-15T02:00:00+02:00;275
2021-08-15T03:00:00+02:00;719
2021-08-15T04:00:00+02:00;276
2021-08-15T05:00:00+02:00;265
2021-08-15T06:00:00+02:00;255
2021-08-15T07:00:00+02:00;448
2021-08-15T08:00:00+02:00;1970
2021-08-15T09:00:00+02:00;857
2021-08-15T10:00:00+02:00;332
2021-08-15T11:00:00+02:00;261
2021-08-15T12:00:00+02:00;406
2021-08-15T13:00:00+02:00;283
2021-08-15T14:00:00+02:00;273
2021-08-15T15:00:00+02:00;1534
2021-08-15T16:00:00+02:00;2503
2021-08-15T17:00:00+02:00;1391
2021-08-15T18:00:00+02:00;2043
2021-08-15T19:00:00+02:00;1814
2021-08-15T20:00:00+02:00;1641
2021-08-15T21:00:00+02:00;547
2021-08-15T22:00:00+02:00;2971
2021-08-15T23:00:00+02:00;1873
2021-08-16T00:00:00+02:00;867
2021-08-16T01:00:00+02:00;724
2021-08-16T02:00:00+02:00;297
2021-08-16T03:00:00+02:00;275
2021-08-16T04:00:00+02:00;432
2021-08-16T05:00:00+02:00;439
2021-08-16T06:00:00+02:00;260
2021-08-16T07:00:00+02:00;1165
2021-08-16T08:00:00+02:00;2028
2021-08-16T09:00:00+02:00;2064
2021-08-16T10:00:00+02:00;544
2021-08-16T11:00:00+02:00;2700
2021-08-16T12:00:00+02:00;2372
2021-08-16T13:00:00+02:00;2099
2021-08-16T14:00:00+02:00;1375
2021-08-16T15:00:00+02:00;2570
2021-08-16T16:00:00+02:00;1068
2021-08-16T17:00:00+02:00;948
2021-08-16T18:00:00+02:00;1772
2021-08-16T19:00:00+02:00;1559
2021-08-16T20:00:00+02:00;285
2021-08-16T21:00:00+02:00;265
2021-08-16T22:00:00+02:00;264
2021-08-16T23:00:00+02:00;304
2021-08-17T00:00:00+02:00;291
2021-08-17T01:00:00+02:00;278
2021-08-17T02:00:00+02:00;482
2021-08-17T03:00:00+02:00;657
2021-08-17T04:00:00+02:00;260
2021-08-17T05:00:00+02:00;249
2021-08-17T06:00:00+02:00;422
2021-08-17T07:00:00+02:00;804
2021-08-17T08:00:00+02:00;1235
2021-08-17T09:00:00+02:00;291
2021-08-17T10:00:00+02:00;379
2021-08-17T11:00:00+02:00;378
2021-08-17T12:00:00+02:00;1444
2021-08-17T13:00:00+02:00;1992
2021-08-17T14:00:00+02:00;2241
2021-08-17T15:00:00+02:00;316
2021-08-17T16:00:00+02:00;646
2021-08-17T17:00:00+02:00;3198
2021-08-17T18:00:00+02:00;421
2021-08-17T19:00:00+02:00;1052
2021-08-17T20:00:00+02:00;1531
2021-08-17T21:00:00+02:00;753
2021-08-17T22:00:00+02:00;2679
2021-08-17T23:00:00+02:00;347
2021-08-18T00:00:00+02:00;393
2021-08-18T01:00:00+02:00;321
2021-08-18T02:00:00+02:00;323
2021-08-18T03:00:00+02:00;276
2021-08-18T04:00:00+02:00;856
2021-08-18T05:00:00+02:00;318
2021-08-18T06:00:00+02:00;295
2021-08-18T07:00:00+02:00;337
2021-08-18T08:00:00+02:00;681
2021-08-18T09:00:00+02:00;340
2021-08-18T10:00:00+02:00;364
2021-08-18T11:00:00+02:00;1491
2021-08-18T12:00:00+02:00;897
2021-08-18T13:00:00+02:00;1692
2021-08-18T14:00:00+02:00;620
2021-08-18T15:00:00+02:00;954
2021-08-18T16:00:00+02:00;2447
2021-08-18T17:00:00+02:00;688
2021-08-18T18:00:00+02:00;366
2021-08-18T19:00:00+02:00;345
2021-08-18T20:00:00+02:00;1159
2021-08-18T21:00:00+02:00;878
2021-08-18T22:00:00+02:00;1409
2021-08-18T23:00:00+02:00;297
2021-08-19T00:00:00+02:00;349
2021-08-19T01:00:00+02:00;466
2021-08-19T02:00:00+02:00;285
2021-08-19T03:00:00+02:00;288
2021-08-19T04:00:00+02:00;293
2021-08-19T05:00:00+02:00;469
2021-08-19T06:00:00+02:00;663
2021-08-19T07:00:00+02:00;298
2021-08-19T08:00:00+02:00;376
2021-08-19T09:00:00+02:00;1465
2021-08-19T10:00:00+02:00;1087
2021-08-19T11:00:00+02:00;671
2021-08-19T12:00:00+02:00;2162
2021-08-19T13:00:00+02:00;2143
2021-08-19T14:00:00+02:00;502
2021-08-19T15:00:00+02:00;477
2021-08-19T16:00:00+02:00;423
2021-08-19T17:00:00+02:00;1166
2021-08-19T18:00:00+02:00;1013
2021-08-19T19:00:00+02:00;1200
2021-08-19T20:00:00+02:00;1160
2021-08-19T21:00:00+02:00;893
2021-08-19T22:00:00+02:00;1920
2021-08-19T23:00:00+02:00;717
2021-08-20T00:00:00+02:00;275
2021-08-20T01:00:00+02:00;284
2021-08-20T02:00:00+02:00;291
2021-08-20T03:00:00+02:00;295
2021-08-20T04:00:00+02:00;308
2021-08-20T05:00:00+02:00;688
2021-08-20T06:00:00+02:00;643
2021-08-20T07:00:00+02:00;1494
2021-08-20T08:00:00+02:00;1169
2021-08-20T09:00:00+02:00;5005
2021-08-20T10:00:00+02:00;1714
2021-08-20T11:00:00+02:00;657
2021-08-20T12:00:00+02:00;3030
2021-08-20T13:00:00+02:00;1653
2021-08-20T14:00:00+02:00;2345
2021-08-20T15:00:00+02:00;1561
2021-08-20T16:00:00+02:00;4808
2021-08-20T17:00:00+02:00;1258
2021-08-20T18:00:00+02:00;714
2021-08-20T19:00:00+02:00;438
2021-08-20T20:00:00+02:00;1632
2021-08-20T21:00:00+02:00;313
2021-08-20T22:00:00+02:00;349
2021-08-20T23:00:00+02:00;363
2021-08-21T00:00:00+02:00;299
2021-08-21T01:00:00+02:00;256
2021-08-21T02:00:00+02:00;304
2021-08-21T03:00:00+02:00;871
2021-08-21T04:00:00+02:00;285
2021-08-21T05:00:00+02:00;406
2021-08-21T06:00:00+02:00;472
2021-08-21T07:00:00+02:00;268
2021-08-21T08:00:00+02:00;923
2021-08-21T09:00:00+02:00;458
2021-08-21T10:00:00+02:00;279
2021-08-21T11:00:00+02:00;1257
2021-08-21T12:00:00+02:00;261
2021-08-21T13:00:00+02:00;1597
2021-08-21T14:00:00+02:00;1988
2021-08-21T15:00:00+02:00;3774
2021-08-21T16:00:00+02:00;1292
2021-08-21T17:00:00+02:00;618
2021-08-21T18:00:00+02:00;1926
2021-08-21T19:00:00+02:00;2208
2021-08-21T20:00:00+02:00;1343
2021-08-21T21:00:00+02:00;902
2021-08-21T22:00:00+02:00;1383
2021-08-21T23:00:00+02:00;398
2021-08-22T00:00:00+02:00;315
2021-08-22T01:00:00+02:00;319
2021-08-22T02:00:00+02:00;298
2021-08-22T03:00:00+02:00;286
2021-08-22T04:00:00+02:00;326
2021-08-22T05:00:00+02:00;863
2021-08-22T06:00:00+02:00;401
2021-08-22T07:00:00+02:00;500
2021-08-22T08:00:00+02:00;435
2021-08-22T09:00:00+02:00;646
2021-08-22T10:00:00+02:00;1882
2021-08-22T11:00:00+02:00;745
2021-08-22T12:00:00+02:00;537
2021-08-22T13:00:00+02:00;542
2021-08-22T14:00:00+02:00;726
2021-08-22T15:00:00+02:00;1395
2021-08-22T16:00:00+02:00;551
2021-08-22T17:00:00+02:00;1665
2021-08-22T18:00:00+02:00;1564
2021-08-22T19:00:00+02:00;1244
2021-08-22T20:00:00+02:00;1171
2021-08-22T21:00:00+02:00;574
2021-08-22T22:00:00+02:00;3363
2021-08-22T23:00:00+02:00;1546
2021-08-23T00:00:00+02:00;335
2021-08-23T01:00:00+02:00;310
2021-08-23T02:00:00+02:00;317
2021-08-23T03:00:00+02:00;305
2021-08-23T04:00:00+02:00;319
2021-08-23T05:00:00+02:00;312
2021-08-23T06:00:00+02:00;282
2021-08-23T07:00:00+02:00;678
2021-08-23T08:00:00+02:00;2495
2021-08-23T09:00:00+02:00;1910
2021-08-23T10:00:00+02:00;1525
2021-08-23T11:00:00+02:00;5665
2021-08-23T12:00:00+02:00;10803
2021-08-23T13:00:00+02:00;1698
2021-08-23T14:00:00+02:00;631
2021-08-23T15:00:00+02:00;526
2021-08-23T16:00:00+02:00;1161
2021-08-23T17:00:00+02:00;3913
2021-08-23T18:00:00+02:00;2347
2021-08-23T19:00:00+02:00;1823
2021-08-23T20:00:00+02:00;2775
2021-08-23T21:00:00+02:00;2179
2021-08-23T22:00:00+02:00;2420
2021-08-23T23:00:00+02:00;1700
2021-08-24T00:00:00+02:00;961
2021-08-24T01:00:00+02:00;854
2021-08-24T02:00:00+02:00;835
2021-08-24T03:00:00+02:00;845
2021-08-24T04:00:00+02:00;1000
2021-08-24T05:00:00+02:00;823
2021-08-24T06:00:00+02:00;845
2021-08-24T07:00:00+02:00;1637
2021-08-24T08:00:00+02:00;698
2021-08-24T09:00:00+02:00;2043
2021-08-24T10:00:00+02:00;1556
2021-08-24T11:00:00+02:00;309
2021-08-24T12:00:00+02:00;1547
2021-08-24T13:00:00+02:00;598
2021-08-24T14:00:00+02:00;5066
2021-08-24T15:00:00+02:00;4607
2021-08-24T16:00:00+02:00;3612
2021-08-24T17:00:00+02:00;3657
2021-08-24T18:00:00+02:00;4363
2021-08-24T19:00:00+02:00;880
2021-08-24T20:00:00+02:00;1440
2021-08-24T21:00:00+02:00;2765
2021-08-24T22:00:00+02:00;2521
2021-08-24T23:00:00+02:00;829
2021-08-25T00:00:00+02:00;388
2021-08-25T01:00:00+02:00;287
2021-08-25T02:00:00+02:00;308
2021-08-25T03:00:00+02:00;326
2021-08-25T04:00:00+02:00;331
2021-08-25T05:00:00+02:00;347
2021-08-25T06:00:00+02:00;314
2021-08-25T07:00:00+02:00;805
2021-08-25T08:00:00+02:00;2357
2021-08-25T09:00:00+02:00;1814
2021-08-25T10:00:00+02:00;2325
2021-08-25T11:00:00+02:00;5634
2021-08-25T12:00:00+02:00;4169
2021-08-25T13:00:00+02:00;2079
2021-08-25T14:00:00+02:00;1619
2021-08-25T15:00:00+02:00;5747
2021-08-25T16:00:00+02:00;7986
2021-08-25T17:00:00+02:00;6018
2021-08-25T18:00:00+02:00;729
2021-08-25T19:00:00+02:00;1597
2021-08-25T20:00:00+02:00;383
2021-08-25T21:00:00+02:00;510
2021-08-25T22:00:00+02:00;2098
2021-08-25T23:00:00+02:00;1334
2021-08-26T00:00:00+02:00;339
2021-08-26T01:00:00+02:00;302
2021-08-26T02:00:00+02:00;303
2021-08-26T03:00:00+02:00;315
2021-08-26T04:00:00+02:00;281
2021-08-26T05:00:00+02:00;301
2021-08-26T06:00:00+02:00;613
2021-08-26T07:00:00+02:00;935
2021-08-26T08:00:00+02:00;2628
2021-08-26T09:00:00+02:00;2610
2021-08-26T10:00:00+02:00;3669
2021-08-26T11:00:00+02:00;1844
2021-08-26T12:00:00+02:00;1976
2021-08-26T13:00:00+02:00;723
2021-08-26T14:00:00+02:00;3245
2021-08-26T15:00:00+02:00;6856
2021-08-26T16:00:00+02:00;4860
2021-08-26T17:00:00+02:00;2859
2021-08-26T18:00:00+02:00;2358
2021-08-26T19:00:00+02:00;2067
2021-08-26T20:00:00+02:00;349
2021-08-26T21:00:00+02:00;313
2021-08-26T22:00:00+02:00;564
2021-08-26T23:00:00+02:00;853
2021-08-27T00:00:00+02:00;588
2021-08-27T01:00:00+02:00;328
2021-08-27T02:00:00+02:00;313
2021-08-27T03:00:00+02:00;948
2021-08-27T04:00:00+02:00;324
2021-08-27T05:00:00+02:00;304
2021-08-27T06:00:00+02:00;514
2021-08-27T07:00:00+02:00;615
2021-08-27T08:00:00+02:00;1719
2021-08-27T09:00:00+02:00;4314
2021-08-27T10:00:00+02:00;5853
2021-08-27T11:00:00+02:00;4106
2021-08-27T12:00:00+02:00;2547
2021-08-27T13:00:00+02:00;3521
2021-08-27T14:00:00+02:00;2911
2021-08-27T15:00:00+02:00;2858
2021-08-27T16:00:00+02:00;4405
2021-08-27T17:00:00+02:00;2977
2021-08-27T18:00:00+02:00;583
2021-08-27T19:00:00+02:00;891
2021-08-27T20:00:00+02:00;2151
2021-08-27T21:00:00+02:00;1651
2021-08-27T22:00:00+02:00;1733
2021-08-27T23:00:00+02:00;2030
2021-08-28T00:00:00+02:00;392
2021-08-28T01:00:00+02:00;310
2021-08-28T02:00:00+02:00;317
2021-08-28T03:00:00+02:00;307
2021-08-28T04:00:00+02:00;284
2021-08-28T05:00:00+02:00;347
2021-08-28T06:00:00+02:00;356
2021-08-28T07:00:00+02:00;2168
2021-08-28T08:00:00+02:00;2078
2021-08-28T09:00:00+02:00;1671
2021-08-28T10:00:00+02:00;333
2021-08-28T11:00:00+02:00;300
2021-08-28T12:00:00+02:00;286
2021-08-28T13:00:00+02:00;456
2021-08-28T14:00:00+02:00;284
2021-08-28T15:00:00+02:00;315
2021-08-28T16:00:00+02:00;292
2021-08-28T17:00:00+02:00;291
2021-08-28T18:00:00+02:00;2173
2021-08-28T19:00:00+02:00;1104
2021-08-28T20:00:00+02:00;1493
2021-08-28T21:00:00+02:00;2646
2021-08-28T22:00:00+02:00;1565
2021-08-28T23:00:00+02:00;425
2021-08-29T00:00:00+02:00;390
2021-08-29T01:00:00+02:00;348
2021-08-29T02:00:00+02:00;394
2021-08-29T03:00:00+02:00;378
2021-08-29T04:00:00+02:00;592
2021-08-29T05:00:00+02:00;733
2021-08-29T06:00:00+02:00;340
2021-08-29T07:00:00+02:00;746
2021-08-29T08:00:00+02:00;397
2021-08-29T09:00:00+02:00;545
